id_order,id_driver,id_customer,tanggal,jarak_km,durasi_menit,tarif
2769,55,53.0,2023-03-13,1.78,3,9800
2770,55,186.0,2023-09-10,0.92,3,7900
2771,55,,2023-04-03,1.04,2,8600
2772,55,140.0,2023-01-31,1.16,4,8600
2773,55,90.0,2023-03-12,0.85,3,7400
2774,55,83.0,2023-05-02,1.09,4,8500
2775,55,107.0,2023-08-26,0.87,3,7600
2776,55,26.0,2023-08-13,1.71,7,10500
2777,55,23.0,2023-06-12,1.48,4,9100
2778,55,68.0,2023-05-15,0.55,1,7100
2779,55,56.0,2023-08-11,1.19,4,8900
2780,55,18.0,2023-10-28,1.14,5,8900
2781,55,5.0,2023-12-17,1.6,4,9600
2782,55,182.0,2023-06-15,1.87,8,10800
2783,55,186.0,2023-10-04,1.51,6,9900
2784,55,69.0,2023-12-06,1.51,6,9400
2785,55,13.0,2023-04-28,0.64,1,7000
2786,55,72.0,2023-07-29,0.77,2,7800
2787,55,69.0,2023-08-13,1.92,9,11100
2788,55,,2023-10-08,0.76,3,7600
2789,55,122.0,2023-04-06,1.19,5,8700
2790,55,53.0,2023-12-26,1.03,2,7500
2791,55,191.0,2023-02-04,1.1,2,7800
2792,55,21.0,2023-11-01,0.78,1,7500
2793,55,187.0,2023-03-02,0.82,2,7500
2794,55,138.0,2023-08-29,0.6,1,7300
2795,55,40.0,2023-06-10,1.06,2,8500
2796,55,65.0,2023-03-14,0.92,4,7900
2797,55,191.0,2023-10-05,1.97,4,10600
2798,55,84.0,2023-09-09,1.66,3,9900
2799,55,38.0,2023-02-11,1.65,6,9900
2800,55,173.0,2023-02-08,1.28,4,8300
2801,55,43.0,2023-03-15,0.53,2,6600
2802,55,155.0,2023-04-28,1.58,6,9300
2803,55,9.0,2023-11-25,0.57,2,7000
2804,55,82.0,2023-05-30,1.36,5,9200
2805,55,134.0,2023-03-30,1.95,7,10400
2806,55,,2023-01-30,0.98,3,8100
2807,55,87.0,2023-04-25,1.28,4,8300
2808,55,169.0,2023-03-12,1.73,3,10300
2809,55,86.0,2023-05-21,1.06,3,7900
2810,55,125.0,2023-08-01,0.63,1,7300
2811,55,25.0,2023-03-09,1.17,4,8800
2812,55,144.0,2023-04-25,1.59,4,9300
2813,55,18.0,2023-12-13,1.72,6,10300
2814,55,4.0,2023-08-11,1.94,9,10900
2815,55,177.0,2023-04-27,1.28,3,8800
2816,55,174.0,2023-05-06,1.56,4,9900
2817,55,54.0,2023-05-31,1.38,5,9600
2818,56,154.0,2023-02-25,6.77,32,24800
2819,56,118.0,2023-09-27,5.09,17,20600
2820,56,29.0,2023-11-02,7.06,32,25800
2821,56,57.0,2023-01-31,4.63,15,18700
2822,56,178.0,2023-05-15,2.46,6,12100
2823,56,165.0,2023-03-06,4.41,21,18000
2824,56,4.0,2023-08-01,1.3,2,8800
2825,56,180.0,2023-01-17,5.72,21,21800
2826,56,103.0,2023-12-17,9.77,21,34000
2827,56,114.0,2023-03-24,3.28,12,15300
2828,56,144.0,2023-08-28,7.14,23,26300
2829,56,196.0,2023-06-25,8.08,19,29000
2830,56,10.0,2023-12-31,2.48,8,12000
2831,56,21.0,2023-10-14,2.28,10,11900
2832,56,74.0,2023-02-10,5.27,23,20500
2833,56,172.0,2023-10-07,2.6,11,13300
2834,56,84.0,2023-01-04,6.47,22,24900
2835,56,125.0,2023-08-07,1.25,2,8200
2836,56,92.0,2023-01-16,6.58,17,24200
2837,56,6.0,2023-12-11,2.28,10,11400
2838,56,180.0,2023-04-25,7.77,34,28100
2839,56,47.0,2023-03-06,1.05,3,8000
2840,56,197.0,2023-10-17,4.18,16,17600
2841,56,33.0,2023-08-01,9.37,19,33500
2842,56,191.0,2023-02-15,6.01,14,23200
2843,56,51.0,2023-10-25,6.67,20,24500
2844,56,183.0,2023-09-23,6.72,25,25200
2845,56,144.0,2023-04-04,2.71,7,13600
2846,56,193.0,2023-04-06,8.42,19,29800
2847,56,61.0,2023-06-24,8.81,20,31400
2848,56,95.0,2023-06-28,3.03,9,14400
2849,56,38.0,2023-12-14,2.65,8,12700
2850,56,,2023-07-06,8.01,25,29000
2851,56,127.0,2023-07-23,3.46,8,15100
2852,56,121.0,2023-04-12,3.45,11,14900
2853,56,56.0,2023-11-11,3.82,12,16900
2854,56,129.0,2023-05-20,9.87,38,34200
2855,56,182.0,2023-02-22,6.01,29,23100
2856,56,126.0,2023-05-25,9.04,28,31600
2857,56,177.0,2023-03-26,2.42,7,11900
2858,56,101.0,2023-06-07,4.13,11,17100
2859,56,43.0,2023-03-30,8.92,23,31400
2860,56,148.0,2023-12-26,1.63,4,9900
2861,56,153.0,2023-08-17,1.07,3,7700
2862,56,126.0,2023-04-25,8.36,40,30200
2863,56,162.0,2023-07-16,5.63,27,21900
2864,56,114.0,2023-10-01,6.75,18,24700
2865,56,39.0,2023-05-25,1.06,4,7600
2866,56,3.0,2023-11-15,3.2,10,14300
2867,56,94.0,2023-12-01,5.35,23,20700
2868,56,134.0,2023-02-23,9.55,33,33500
2869,57,106.0,2023-10-02,1.32,5,9000
2870,57,92.0,2023-12-02,3.47,14,15900
2871,57,117.0,2023-05-07,3.62,12,16200
2872,57,124.0,2023-09-17,1.92,9,10800
2873,57,13.0,2023-10-29,7.49,21,27900
2874,57,112.0,2023-01-20,3.09,7,13900
2875,57,24.0,2023-10-07,4.14,8,17100
2876,57,53.0,2023-06-24,5.21,13,20500
2877,57,52.0,2023-02-16,3.23,15,14900
2878,57,170.0,2023-10-20,5.53,27,21000
2879,57,197.0,2023-04-12,9.03,42,32200
2880,57,,2023-10-12,1.44,5,9700
2881,57,96.0,2023-01-26,2.53,10,12500
2882,57,104.0,2023-11-28,7.2,15,27100
2883,57,124.0,2023-03-15,3.72,10,15700
2884,57,9.0,2023-03-26,6.9,23,25700
2885,57,133.0,2023-07-20,5.39,25,21400
2886,57,106.0,2023-03-31,7.96,34,28700
2887,57,146.0,2023-04-18,4.34,8,18200
2888,57,115.0,2023-11-22,3.13,13,14100
2889,57,32.0,2023-04-13,8.0,26,29300
2890,57,66.0,2023-12-19,3.33,16,15000
2891,57,23.0,2023-12-06,6.67,14,25500
2892,57,19.0,2023-08-18,8.35,36,29900
2893,57,187.0,2023-09-08,6.2,24,23700
2894,57,8.0,2023-07-06,4.3,9,18000
2895,57,122.0,2023-12-20,8.15,26,29700
2896,57,6.0,2023-08-12,8.52,38,30800
2897,57,75.0,2023-03-13,7.87,20,28700
2898,57,40.0,2023-04-05,1.59,3,9400
2899,57,137.0,2023-03-27,4.44,17,18200
2900,57,184.0,2023-11-22,8.36,19,29600
2901,57,186.0,2023-12-09,9.84,23,34000
2902,57,16.0,2023-01-10,7.86,29,28400
2903,57,172.0,2023-03-09,9.41,36,33400
2904,57,80.0,2023-05-14,1.66,4,10300
2905,57,60.0,2023-09-17,7.9,24,29100
2906,57,113.0,2023-05-02,7.83,27,28800
2907,57,71.0,2023-12-16,4.46,11,17900
2908,57,53.0,2023-05-16,9.22,27,32700
2909,57,144.0,2023-12-14,9.35,33,33300
2910,57,30.0,2023-09-24,4.13,11,17600
2911,57,33.0,2023-05-24,6.01,21,23100
2912,57,129.0,2023-12-12,6.39,17,24600
2913,57,173.0,2023-11-09,9.03,39,31700
2914,57,127.0,2023-06-30,6.5,29,24500
2915,57,93.0,2023-02-05,6.38,23,24500
2916,57,27.0,2023-07-28,4.27,20,18100
2917,57,47.0,2023-09-16,8.71,33,31100
2918,57,119.0,2023-01-04,4.51,11,18600
2919,57,80.0,2023-11-19,3.26,12,14900
2920,57,127.0,2023-06-09,8.71,25,31300
2921,57,94.0,2023-05-13,3.7,12,16400
2922,57,8.0,2023-07-18,3.29,7,14800
2923,57,43.0,2023-02-24,3.93,12,16200
2924,57,79.0,2023-10-09,6.06,18,22800
2925,57,150.0,2023-05-17,7.87,24,29000
2926,57,152.0,2023-03-10,2.37,8,12500
2927,57,82.0,2023-05-03,3.07,12,14700
2928,57,113.0,2023-02-07,9.13,34,32400
2929,57,72.0,2023-02-10,3.83,15,16500
2930,57,176.0,2023-04-21,4.84,13,19500
2931,57,142.0,2023-11-11,1.68,5,9800
2932,57,111.0,2023-01-06,5.71,22,22200
2933,57,195.0,2023-06-03,6.74,14,25100
2934,57,78.0,2023-07-14,6.15,17,23200
2935,57,,2023-01-30,3.6,10,16300
2936,57,166.0,2023-12-16,2.72,9,13000
2937,57,77.0,2023-06-24,9.2,38,32300
2938,57,181.0,2023-04-15,2.76,9,12700
2939,57,134.0,2023-01-23,8.7,31,31200
2940,57,127.0,2023-05-30,9.72,29,33900
2941,57,,2023-05-31,3.08,12,13700
2942,57,44.0,2023-02-04,6.09,27,23300
2943,57,196.0,2023-05-11,1.12,3,8200
2944,57,37.0,2023-07-24,8.97,20,32000
2945,58,,2023-05-15,6.2,27,23500
2946,58,41.0,2023-06-22,9.5,46,33700
2947,58,65.0,2023-09-06,3.19,7,14700
2948,58,175.0,2023-01-24,1.75,7,10100
2949,58,114.0,2023-03-01,2.05,8,10600
2950,58,96.0,2023-06-21,9.52,28,33900
2951,58,53.0,2023-04-05,5.0,12,20100
2952,58,89.0,2023-04-09,2.98,9,14200
2953,58,200.0,2023-01-06,5.07,11,20100
2954,58,98.0,2023-01-05,5.75,21,22500
2955,58,123.0,2023-11-18,5.64,14,22100
2956,58,23.0,2023-12-26,4.5,11,18600
2957,58,176.0,2023-10-31,8.66,33,31200
2958,58,180.0,2023-10-07,8.33,29,29800
2959,58,100.0,2023-08-29,4.75,18,18800
2960,58,19.0,2023-06-22,7.22,23,26800
2961,58,58.0,2023-09-13,2.98,10,13900
2962,58,,2023-08-31,4.6,22,18300
2963,58,46.0,2023-09-09,6.29,16,23800
2964,58,,2023-10-15,9.64,39,34400
2965,59,71.0,2023-06-10,4.99,18,19600
2966,59,108.0,2023-01-05,6.17,30,23600
2967,59,38.0,2023-01-06,1.58,3,9600
2968,59,158.0,2023-04-13,5.65,15,21800
2969,59,102.0,2023-09-26,3.19,10,14200
2970,59,154.0,2023-06-04,1.95,4,10700
2971,59,154.0,2023-02-13,7.13,16,25800
2972,59,68.0,2023-12-03,3.23,13,14600
2973,59,20.0,2023-02-18,5.45,18,21700
2974,59,60.0,2023-02-08,2.98,10,13600
2975,59,22.0,2023-11-18,9.05,31,31700
2976,59,150.0,2023-01-09,3.99,16,16500
2977,59,63.0,2023-01-11,3.66,11,15900
2978,59,48.0,2023-04-05,5.76,13,22700
2979,59,90.0,2023-01-07,6.38,15,23800
2980,59,90.0,2023-12-18,8.65,29,30700
2981,59,164.0,2023-12-19,7.74,26,28300
2982,59,96.0,2023-11-17,2.25,4,11600
2983,59,60.0,2023-03-26,2.25,5,11900
2984,59,75.0,2023-01-04,9.63,19,33900
2985,59,79.0,2023-01-09,5.52,26,21000
2986,59,90.0,2023-07-18,2.48,11,12600
2987,59,68.0,2023-08-30,4.12,13,17100
2988,59,183.0,2023-06-29,4.33,11,18300
2989,59,100.0,2023-05-05,1.21,5,8300
2990,59,108.0,2023-05-04,9.1,41,32300
2991,60,59.0,2023-01-09,3.32,6,15300
2992,60,184.0,2023-06-14,6.81,29,25300
2993,60,103.0,2023-12-31,8.25,17,30000
2994,60,199.0,2023-10-29,6.59,23,24400
2995,60,87.0,2023-09-23,7.92,26,28500
2996,60,118.0,2023-01-21,6.32,25,24300
2997,60,166.0,2023-12-23,8.8,21,31800
2998,60,72.0,2023-07-19,1.8,5,10000
2999,60,57.0,2023-01-17,1.43,4,9600
3000,60,158.0,2023-09-26,5.31,14,20500
3001,60,113.0,2023-03-23,8.39,25,30100
3002,60,161.0,2023-02-05,7.57,29,28000
3003,60,22.0,2023-08-13,8.28,18,30300
3004,60,97.0,2023-06-22,1.86,7,10700
3005,60,102.0,2023-11-24,4.73,14,19100
3006,60,47.0,2023-06-30,1.08,4,8200
3007,60,140.0,2023-01-24,8.53,41,30100
3008,60,117.0,2023-01-25,9.61,39,33900
3009,60,125.0,2023-01-02,4.55,14,18900
3010,60,169.0,2023-10-12,4.31,18,18000
3011,60,5.0,2023-02-15,9.48,21,32900
3012,61,162.0,2023-07-03,0.91,4,7600
3013,61,47.0,2023-12-24,1.52,4,9100
3014,61,188.0,2023-12-13,1.95,8,10800
3015,61,144.0,2023-08-11,1.05,2,8300
3016,61,79.0,2023-07-07,0.77,3,7300
3017,61,54.0,2023-11-23,1.62,4,9500
3018,61,10.0,2023-10-17,1.3,4,8700
3019,61,,2023-05-23,1.86,8,10700
3020,61,153.0,2023-09-11,1.17,4,8100
3021,61,131.0,2023-11-26,1.86,3,10800
3022,61,120.0,2023-04-22,1.07,3,7700
3023,61,15.0,2023-09-21,1.75,6,9900
3024,61,167.0,2023-12-16,1.7,7,9600
3025,61,90.0,2023-03-31,1.47,6,9900
3026,61,63.0,2023-08-05,1.88,6,11000
3027,61,2.0,2023-01-30,1.14,2,8800
3028,61,130.0,2023-05-28,0.88,3,7200
3029,61,,2023-01-10,1.67,7,10300
3030,61,176.0,2023-02-22,1.89,8,11000
3031,61,88.0,2023-03-12,1.02,2,8000
3032,61,156.0,2023-10-04,1.32,5,9000
3033,61,56.0,2023-09-29,1.01,4,8000
3034,61,189.0,2023-05-27,1.11,3,8200
3035,61,62.0,2023-06-28,1.62,6,9600
3036,61,30.0,2023-04-28,1.81,5,10300
3037,61,130.0,2023-06-16,1.23,4,9100
3038,61,61.0,2023-01-27,1.85,5,10700
3039,61,23.0,2023-06-08,1.38,3,8600
3040,61,162.0,2023-04-23,1.3,4,8500
3041,61,114.0,2023-07-19,1.69,6,9700
3042,61,99.0,2023-07-17,1.22,4,9000
3043,61,98.0,2023-11-19,1.11,4,8100
3044,61,101.0,2023-03-28,1.97,5,10700
3045,61,179.0,2023-04-11,1.51,5,9100
3046,61,20.0,2023-02-03,0.78,3,7400
3047,61,143.0,2023-08-31,0.52,2,7000
3048,61,104.0,2023-04-24,0.85,4,7300
3049,61,141.0,2023-02-17,0.96,3,8000
3050,61,27.0,2023-11-03,0.77,3,7500
3051,61,196.0,2023-02-24,1.91,5,11000
3052,61,134.0,2023-05-17,1.21,2,8800
3053,61,53.0,2023-08-12,0.74,2,7000
3054,61,135.0,2023-09-05,1.55,6,9200
3055,61,188.0,2023-02-26,0.82,2,7400
3056,61,127.0,2023-12-10,1.93,5,10600
3057,61,193.0,2023-05-07,1.92,4,10600
3058,61,30.0,2023-10-18,1.14,4,8100
3059,61,37.0,2024-01-01,0.55,1,6100
3060,61,40.0,2023-02-16,0.61,2,6900
3061,61,119.0,2023-07-23,0.82,3,7200
3062,61,41.0,2023-11-04,1.94,5,11100
3063,61,45.0,2023-01-31,1.83,6,9900
3064,61,106.0,2023-03-10,1.61,7,9600
3065,61,25.0,2023-05-21,1.73,3,10500
3066,61,121.0,2023-02-11,1.3,4,8900
3067,61,126.0,2023-02-24,1.8,7,10900
3068,61,106.0,2023-07-23,1.97,9,10800
3069,61,10.0,2023-01-17,1.0,2,8500
3070,61,185.0,2023-03-06,1.66,7,9500
3071,61,183.0,2023-12-02,0.95,4,8300
3072,61,,2023-03-06,0.84,3,7300
3073,61,193.0,2023-08-13,1.18,5,8300
3074,61,159.0,2023-06-14,1.79,6,10600
3075,61,16.0,2023-05-16,0.93,4,7400
3076,61,141.0,2023-03-29,1.45,4,9400
3077,62,191.0,2023-11-11,8.14,16,29700
3078,62,173.0,2023-09-02,6.64,14,25300
3079,62,57.0,2023-01-20,7.76,34,28500
3080,62,142.0,2023-12-05,2.04,6,10600
3081,62,140.0,2023-12-11,5.65,17,22400
3082,62,196.0,2023-07-08,1.01,3,8200
3083,62,,2023-06-04,4.07,12,17600
3084,62,149.0,2023-02-20,8.85,31,31900
3085,62,130.0,2023-09-19,1.76,7,10700
3086,62,136.0,2023-08-29,2.06,6,11100
3087,62,72.0,2023-12-13,7.97,21,29000
3088,62,133.0,2023-04-02,1.26,6,8700
3089,62,118.0,2023-05-06,2.18,6,12000
3090,62,139.0,2023-02-24,4.68,10,19000
3091,62,30.0,2023-04-24,6.86,22,25900
3092,62,3.0,2023-06-04,4.11,13,16900
3093,62,7.0,2023-03-01,8.54,29,30100
3094,62,4.0,2023-08-24,6.59,29,24900
3095,62,134.0,2023-03-11,2.09,10,11100
3096,62,123.0,2023-04-05,1.22,2,8200
3097,62,193.0,2023-03-02,6.4,23,23800
3098,62,,2023-12-17,7.08,32,26300
3099,62,27.0,2023-06-21,1.7,3,9700
3100,62,86.0,2023-03-15,7.44,30,27700
3101,62,6.0,2023-12-20,6.08,21,23300
3102,62,195.0,2023-11-17,7.98,31,28400
3103,62,70.0,2023-10-01,5.72,19,22600
3104,62,78.0,2023-11-15,1.16,5,8800
3105,62,,2023-04-06,7.45,19,27100
3106,62,107.0,2023-01-02,7.48,21,27100
3107,62,17.0,2023-03-08,4.38,17,17800
3108,62,,2023-04-29,7.59,30,27400
3109,62,106.0,2023-08-27,6.47,23,24700
3110,62,93.0,2023-07-04,9.88,47,34900
3111,62,51.0,2023-08-26,1.45,6,9100
3112,62,85.0,2023-01-26,5.73,15,22300
3113,62,197.0,2023-04-15,2.11,10,11500
3114,62,93.0,2023-06-27,8.78,38,31200
3115,62,,2023-01-10,2.88,11,13300
3116,62,13.0,2023-04-05,8.44,40,30600
3117,62,29.0,2023-10-18,6.57,28,24900
3118,62,35.0,2023-01-10,7.42,36,27400
3119,62,187.0,2023-02-22,9.94,28,34400
3120,62,19.0,2023-12-30,8.62,41,31200
3121,62,63.0,2023-09-30,1.72,7,10100
3122,62,93.0,2023-12-08,3.04,12,13700
3123,62,66.0,2023-11-02,1.63,7,9600
3124,62,117.0,2023-05-06,4.33,16,17400
3125,62,39.0,2023-07-06,4.78,13,19000
3126,62,108.0,2023-01-03,5.23,24,20200
3127,62,43.0,2023-01-04,7.54,28,27200
3128,62,92.0,2023-02-17,5.22,19,20100
3129,62,141.0,2023-01-21,7.82,24,28200
3130,62,42.0,2023-04-21,9.89,31,34800
3131,62,52.0,2023-06-03,5.09,21,19700
3132,62,120.0,2023-03-08,7.7,22,28400
3133,62,54.0,2023-05-31,5.37,19,20900
3134,62,122.0,2023-01-01,6.48,12,24700
3135,62,160.0,2023-10-05,2.61,6,12900
3136,62,119.0,2023-04-21,1.83,5,10500
3137,62,61.0,2023-09-22,9.97,35,35300
3138,63,50.0,2023-05-13,4.04,16,17400
3139,63,60.0,2023-01-07,5.89,19,22400
3140,63,161.0,2023-11-18,3.9,13,16800
3141,63,27.0,2023-02-18,3.03,12,13800
3142,63,70.0,2023-02-12,3.01,11,14300
3143,63,105.0,2023-07-25,1.33,2,9000
3144,63,164.0,2023-04-21,7.2,22,27100
3145,63,162.0,2023-11-11,3.99,10,16700
3146,63,160.0,2023-02-10,5.78,12,22500
3147,63,53.0,2023-03-09,8.89,20,31500
3148,63,126.0,2023-03-08,8.04,20,29000
3149,63,75.0,2023-10-29,3.76,11,16400
3150,63,133.0,2023-03-03,9.63,27,33500
3151,63,146.0,2023-12-28,6.86,31,25900
3152,63,198.0,2023-06-17,1.0,4,8500
3153,63,43.0,2023-05-16,6.82,30,24900
3154,63,59.0,2023-06-25,5.88,20,23100
3155,63,133.0,2023-09-27,8.35,20,29600
3156,63,106.0,2023-12-02,6.79,17,24900
3157,63,31.0,2023-07-13,2.02,5,10900
3158,63,94.0,2023-08-31,4.0,13,17000
3159,63,12.0,2023-07-15,4.49,18,18400
3160,63,25.0,2023-11-29,2.78,13,13100
3161,63,87.0,2023-07-09,4.72,21,19200
3162,63,126.0,2023-01-30,9.66,39,34200
3163,63,100.0,2023-06-04,7.94,29,28400
3164,63,116.0,2023-03-21,2.71,5,13100
3165,63,192.0,2023-03-03,7.6,27,27600
3166,63,151.0,2023-12-13,2.04,7,11100
3167,63,81.0,2023-01-09,8.3,23,29400
3168,63,133.0,2023-05-01,9.9,45,35200
3169,63,3.0,2023-02-21,7.2,23,26100
3170,63,189.0,2023-12-16,8.39,20,30400
3171,63,14.0,2023-08-31,8.7,23,31200
3172,63,,2023-11-06,1.24,3,9100
3173,63,58.0,2023-08-27,6.88,29,25600
3174,63,49.0,2023-07-20,2.2,5,11300
3175,63,141.0,2023-10-12,3.21,8,15100
3176,63,158.0,2023-05-17,5.18,23,20900
3177,63,188.0,2023-07-17,9.36,42,33500
3178,63,160.0,2023-04-01,3.39,13,15300
3179,63,14.0,2023-12-24,9.61,31,33500
3180,63,129.0,2023-10-12,1.3,5,9100
3181,63,137.0,2023-10-23,8.62,41,30400
3182,63,119.0,2023-01-28,5.31,18,21100
3183,63,36.0,2023-10-22,4.59,12,19000
3184,63,,2023-11-23,6.63,29,24500
3185,63,26.0,2023-11-22,4.93,21,19900
3186,63,153.0,2023-05-01,7.64,22,28000
3187,63,90.0,2023-12-18,5.94,26,22700
3188,63,177.0,2023-02-24,4.82,12,18900
3189,63,126.0,2023-12-21,2.7,10,12700
3190,63,133.0,2023-07-07,7.63,37,27700
3191,64,,2023-03-16,1.67,5,10200
3192,64,198.0,2023-07-10,9.76,23,34200
3193,64,7.0,2023-09-08,6.71,16,25300
3194,64,70.0,2023-07-19,1.47,4,9400
3195,64,72.0,2023-11-25,9.41,45,32900
3196,64,193.0,2023-02-08,9.12,45,32700
3197,64,91.0,2023-12-25,8.6,38,30700
3198,64,136.0,2023-09-03,5.98,18,22400
3199,64,192.0,2023-11-10,4.47,14,18300
3200,64,113.0,2023-04-06,4.81,10,19200
3201,64,125.0,2023-11-04,4.74,19,19600
3202,64,74.0,2023-08-19,4.54,12,18200
3203,64,3.0,2023-04-17,2.48,12,12500
3204,64,158.0,2023-02-04,5.39,26,21200
3205,64,106.0,2023-06-25,5.29,15,21300
3206,64,22.0,2023-12-27,4.46,18,18100
3207,64,65.0,2023-10-28,5.93,29,22500
3208,64,33.0,2023-03-30,9.02,34,31600
3209,64,182.0,2023-06-05,9.14,19,32500
3210,64,165.0,2023-06-11,5.89,24,22600
3211,64,76.0,2023-06-16,9.46,33,33400
3212,64,103.0,2023-09-15,2.14,7,11000
3213,64,124.0,2023-07-01,3.34,9,14600
3214,64,109.0,2023-04-03,3.71,10,15700
3215,64,84.0,2023-03-27,8.51,30,30500
3216,64,21.0,2023-01-12,2.01,7,10600
3217,64,26.0,2023-06-25,3.13,13,13900
3218,64,192.0,2023-07-23,7.22,26,26500
3219,64,200.0,2023-11-28,1.56,7,9100
3220,64,174.0,2023-10-08,7.97,37,29400
3221,64,197.0,2023-05-14,2.89,11,13700
3222,64,37.0,2023-02-01,9.53,25,33200
3223,64,161.0,2023-08-12,7.28,33,26900
3224,64,123.0,2023-01-04,9.26,29,32300
3225,64,46.0,2023-02-23,9.89,30,34700
3226,64,12.0,2023-09-16,6.72,24,24800
3227,64,180.0,2023-02-02,4.91,24,20200
3228,64,57.0,2023-03-22,2.17,5,11600
3229,64,185.0,2023-10-23,2.6,7,12500
3230,64,92.0,2023-10-01,8.72,18,31000
3231,64,116.0,2023-04-19,7.73,28,28400
3232,64,16.0,2023-10-17,9.65,41,34400
3233,64,13.0,2023-04-20,7.06,22,26100
3234,64,183.0,2023-04-19,8.19,22,29400
3235,64,64.0,2023-08-11,2.39,6,12000
3236,64,,2023-05-26,8.25,23,29300
3237,64,133.0,2023-01-06,1.36,6,9400
3238,64,110.0,2023-05-18,1.33,6,8400
3239,64,92.0,2023-05-16,3.6,10,15900
3240,64,108.0,2023-02-04,9.34,32,32600
3241,64,135.0,2023-07-07,4.23,14,17500
3242,64,11.0,2023-03-02,7.63,37,27500
3243,64,111.0,2023-06-30,3.94,9,16500
3244,64,141.0,2023-06-04,4.83,15,19200
3245,64,118.0,2023-04-27,8.36,28,30400
3246,64,32.0,2023-05-15,9.76,34,34600
3247,64,62.0,2023-10-17,5.3,23,20600
3248,64,,2023-03-25,1.66,3,9900
3249,64,16.0,2023-12-16,4.36,18,18300
3250,64,100.0,2023-11-14,2.72,5,13300
3251,65,57.0,2023-04-02,7.32,17,27200
3252,65,173.0,2023-09-12,2.24,5,12100
3253,65,82.0,2023-11-25,3.1,6,14400
3254,65,,2023-02-02,3.46,13,15500
3255,65,184.0,2023-12-13,3.73,15,15900
3256,65,167.0,2023-08-13,6.52,17,24000
3257,65,124.0,2023-08-15,4.38,17,17700
3258,65,101.0,2023-06-09,3.0,6,14000
3259,65,,2023-09-17,8.38,21,29900
3260,65,,2023-10-06,4.65,23,18900
3261,65,101.0,2023-02-24,1.21,4,8200
3262,65,52.0,2023-09-03,5.6,23,21500
3263,65,85.0,2023-07-10,7.93,26,28600
3264,65,116.0,2023-02-26,1.19,3,8000
3265,65,166.0,2023-06-18,8.73,32,31400
3266,65,197.0,2023-05-28,5.15,11,20000
3267,65,185.0,2023-08-09,6.82,18,25300
3268,65,34.0,2023-02-04,3.78,16,16400
3269,65,105.0,2023-01-10,3.4,13,15600
3270,65,41.0,2023-09-04,1.67,7,10200
3271,65,6.0,2023-12-09,2.18,7,11300
3272,65,46.0,2023-05-11,5.99,25,22600
3273,65,101.0,2023-01-10,1.32,5,8700
3274,65,101.0,2023-11-19,8.15,22,29400
3275,65,39.0,2023-03-29,1.9,9,11100
3276,65,193.0,2023-10-08,6.23,29,24100
3277,65,22.0,2023-09-01,8.78,32,31200
3278,65,167.0,2023-02-11,6.71,18,24900
3279,65,71.0,2023-04-29,3.27,14,15300
3280,65,34.0,2023-09-08,3.71,16,16200
3281,65,,2023-05-23,8.11,16,29100
3282,65,36.0,2023-12-15,1.11,3,8100
3283,65,29.0,2023-01-09,1.66,6,9500
3284,65,165.0,2023-02-14,5.57,13,22000
3285,65,,2023-01-02,3.29,9,14800
3286,65,100.0,2023-04-22,1.09,4,7800
3287,65,64.0,2023-08-08,7.53,22,27200
3288,65,114.0,2023-11-09,7.23,35,26900
3289,65,128.0,2023-11-30,7.29,34,27000
3290,65,74.0,2023-03-12,2.82,11,13100
3291,65,196.0,2023-08-20,5.76,17,22500
3292,65,7.0,2023-07-04,3.15,9,14100
3293,65,109.0,2023-09-30,7.58,37,27300
3294,65,16.0,2023-02-22,9.64,23,33700
3295,65,200.0,2023-10-03,2.58,11,12500
3296,65,29.0,2023-11-27,3.34,13,14800
3297,65,19.0,2023-01-27,2.45,6,12800
3298,65,192.0,2023-09-28,1.32,6,8700
3299,65,77.0,2023-08-23,5.41,26,20900
3300,65,115.0,2023-12-29,6.92,31,26100
3301,65,47.0,2023-08-30,7.92,33,28200
3302,65,108.0,2023-01-28,9.0,37,32400
3303,65,73.0,2023-06-27,1.33,3,8400
3304,65,,2023-03-15,4.76,22,18900
3305,66,149.0,2023-07-25,8.32,31,30300
3306,66,19.0,2023-03-23,9.38,19,33100
3307,66,143.0,2023-02-10,8.54,34,30100
3308,66,156.0,2023-02-09,2.81,11,13000
3309,66,52.0,2023-08-11,7.04,27,26400
3310,66,118.0,2023-01-29,4.15,11,17800
3311,66,194.0,2023-12-16,1.06,2,8600
3312,66,61.0,2023-12-07,6.03,12,23100
3313,66,123.0,2023-04-18,7.46,15,27200
3314,66,119.0,2023-11-20,9.86,27,34500
3315,66,,2023-02-22,8.1,17,29600
3316,66,,2023-06-06,2.57,5,13000
3317,66,56.0,2023-08-14,2.12,5,11100
3318,66,28.0,2023-06-09,7.11,29,26800
3319,66,38.0,2023-07-31,7.09,26,25800
3320,66,148.0,2023-04-14,6.94,25,25500
3321,66,187.0,2023-10-13,5.17,23,21000
3322,66,186.0,2023-08-16,8.68,41,31000
3323,66,155.0,2023-05-15,8.94,39,31700
3324,66,148.0,2023-10-30,4.36,19,17500
3325,66,194.0,2023-09-14,7.59,18,28000
3326,66,81.0,2023-12-27,6.76,24,25100
3327,66,28.0,2023-11-05,6.58,15,24200
3328,66,20.0,2023-09-28,3.92,18,16600
3329,66,160.0,2023-08-03,7.97,25,29100
3330,66,146.0,2023-05-15,9.23,43,32600
